date,ticker,region,existing_cards,existing_txns,existing_spend,new_cards,new_txns,new_spend
2026-07-26,SALD,MIDWEST,1769,232,4042.28,1029,126,1985.64
2026-07-26,SALD,WEST,2584,318,5565.75,1563,182,3149.35
2026-07-27,SALD,NORTHEAST,2129,225,3895.9,1330,162,2868.34
2026-07-27,SALD,SOUTHEAST,2145,259,4469.9,1352,160,2830.38
2026-07-27,SALD,MIDWEST,1884,231,4224.8,1220,137,2178.77
2026-07-27,SALD,WEST,2490,320,5681.14,1608,176,2887.48
2026-07-28,SALD,NORTHEAST,2541,342,5681.47,1356,157,2779.08
2026-07-28,SALD,SOUTHEAST,2169,259,4490.18,1201,131,2180.23
2026-07-28,SALD,MIDWEST,2012,236,3919.56,1100,128,2172.78
2026-07-28,SALD,WEST,2517,296,5257.53,1765,170,2806.59
2026-07-29,SALD,NORTHEAST,2373,325,5924.83,1602,165,2703.75
2026-07-29,SALD,SOUTHEAST,1991,248,4419.15,1159,131,2269.93
2026-07-29,SALD,MIDWEST,2018,254,4509.19,1170,135,2321.83
2026-07-29,SALD,WEST,2767,354,6125.78,1593,189,3102.06
2026-07-30,SALD,NORTHEAST,2457,288,5166.52,1604,192,3176.3
2026-07-30,SALD,SOUTHEAST,2121,256,4555.17,1487,202,3455.33
2026-07-30,SALD,MIDWEST,1883,239,4169.26,1129,134,2206.88
2026-07-30,SALD,WEST,2447,289,5133.26,1748,223,3637.46
2026-07-31,SALD,NORTHEAST,2410,313,5701.45,1420,159,2766.08
2026-07-31,SALD,SOUTHEAST,2113,244,4459.96,1270,149,2712.2
2026-07-31,SALD,MIDWEST,2000,251,4423.52,1115,124,2192.68
2026-07-31,SALD,WEST,2665,348,6074.89,1465,165,2889.54
2026-08-01,SALD,NORTHEAST,2544,317,5630.0,1454,170,2684.6
2026-08-01,SALD,SOUTHEAST,2140,242,4581.42,1405,153,2561.36
2026-08-01,SALD,MIDWEST,2043,235,4281.65,1107,125,2008.96
2026-08-01,SALD,WEST,2398,313,5207.97,1529,194,3219.65
2026-08-02,SALD,NORTHEAST,2308,287,5338.96,1760,197,3574.02
2026-08-02,SALD,SOUTHEAST,2276,284,5405.55,1383,176,2934.7
2026-08-02,SALD,MIDWEST,1860,214,3737.59,1124,120,2005.43
2026-08-02,SALD,WEST,2618,326,5893.9,1572,162,2725.85
2026-08-03,SALD,NORTHEAST,2242,274,4833.05,1376,182,2874.01
2026-08-03,SALD,SOUTHEAST,2160,262,4528.12,1291,135,2455.28
2026-08-03,SALD,MIDWEST,1908,239,4256.19,1276,130,2416.6
2026-08-03,SALD,WEST,2652,331,5906.86,1705,195,3357.98
2026-08-04,SALD,NORTHEAST,2467,323,5750.18,1621,171,3094.47
2026-08-04,SALD,SOUTHEAST,2254,258,4588.25,1408,170,2855.3
2026-08-04,SALD,MIDWEST,2062,247,4254.72,1316,152,2612.25
2026-08-04,SALD,WEST,2734,376,6509.04,1917,196,3207.55
2026-08-05,SALD,NORTHEAST,2525,319,5518.4,1660,181,3058.46
2026-08-05,SALD,SOUTHEAST,2164,256,4299.25,1229,125,1929.21
2026-08-05,SALD,MIDWEST,1907,218,3682.87,1410,141,2262.12
2026-08-05,SALD,WEST,2438,311,5551.87,1621,200,3427.63
2026-08-06,SALD,NORTHEAST,2373,304,5407.97,1475,160,2674.35
2026-08-06,SALD,SOUTHEAST,2185,269,4762.04,1271,141,2284.17
2026-08-06,SALD,MIDWEST,1977,264,4754.27,1365,182,3092.19
2026-08-06,SALD,WEST,2532,304,5305.29,1527,158,2626.1
2026-08-07,SALD,NORTHEAST,2318,266,4527.2,1683,215,3363.33
2026-08-07,SALD,SOUTHEAST,2036,220,3902.41,1301,160,2623.93
2026-08-07,SALD,MIDWEST,2121,275,4801.83,1202,150,2531.68
2026-08-07,SALD,WEST,2520,343,5697.94,1615,177,3163.74
2026-08-08,SALD,NORTHEAST,2383,303,5416.11,1458,150,2701.55
2026-08-08,SALD,SOUTHEAST,2031,269,4549.91,1350,149,2415.07
2026-08-08,SALD,MIDWEST,1935,244,4126.24,1175,126,2210.17
2026-08-08,SALD,WEST,2701,360,6222.5,1439,139,2328.58
2026-08-09,SALD,NORTHEAST,2565,320,5465.72,1495,161,2801.91
2026-08-09,SALD,SOUTHEAST,2169,246,4389.59,1457,177,2962.31
2026-08-09,SALD,MIDWEST,1971,240,4286.97,1171,148,2431.7
2026-08-09,SALD,WEST,2326,312,5590.77,1903,209,3534.93
2026-08-10,SALD,NORTHEAST,2322,273,4846.29,1424,163,2803.11
2026-08-10,SALD,SOUTHEAST,2208,257,4492.19,1465,167,2889.12
2026-08-10,SALD,MIDWEST,2064,260,4505.86,1279,144,2464.44
2026-08-10,SALD,WEST,2946,396,6846.17,1799,231,3899.04
2026-08-11,SALD,NORTHEAST,2581,315,5337.0,1638,207,3243.92
2026-08-11,SALD,SOUTHEAST,2192,282,4747.7,1498,192,3447.01
2026-08-11,SALD,MIDWEST,1896,222,3795.05,1173,142,2279.24
2026-08-11,SALD,WEST,2547,345,5725.03,1869,231,3948.71
2026-08-12,SALD,NORTHEAST,2388,319,5611.05,1805,192,3239.43
2026-08-12,SALD,SOUTHEAST,2284,281,5111.66,1367,148,2652.25
2026-08-12,SALD,MIDWEST,1672,219,3953.85,1341,127,2130.68
2026-08-12,SALD,WEST,2745,365,6581.23,1780,211,3650.32
2026-08-13,SALD,NORTHEAST,2322,283,4964.19,1530,163,2613.28
2026-08-13,SALD,SOUTHEAST,2052,267,4864.11,1451,149,2459.13
2026-08-13,SALD,MIDWEST,1943,252,4485.64,1295,166,2808.27
2026-08-13,SALD,WEST,2525,336,6016.15,1900,232,4075.38
2026-08-14,SALD,NORTHEAST,2511,330,5907.0,1457,172,2858.01
2026-08-14,SALD,SOUTHEAST,1960,241,4292.31,1371,149,2554.4
2026-08-14,SALD,MIDWEST,1867,215,3778.46,1455,182,2900.03
2026-08-14,SALD,WEST,2703,328,5550.68,1721,194,3384.19
2026-08-15,SALD,NORTHEAST,2168,280,4864.4,1744,209,3456.19
2026-08-15,SALD,SOUTHEAST,2213,273,4889.24,1630,180,3150.25
2026-08-15,SALD,MIDWEST,1878,230,4043.78,1341,144,2351.24
2026-08-15,SALD,WEST,2867,355,6161.44,1803,188,3294.61
2026-08-16,SALD,NORTHEAST,2449,313,5387.35,1537,175,2972.12
2026-08-16,SALD,SOUTHEAST,1981,239,4060.23,1435,180,3248.81
2026-08-16,SALD,MIDWEST,1917,227,4102.78,1269,149,2380.85
2026-08-16,SALD,WEST,2429,328,5745.27,1747,219,3677.22
2026-08-17,SALD,NORTHEAST,2535,338,5973.52,1530,188,3259.32
2026-08-17,SALD,SOUTHEAST,2287,281,4844.36,1353,148,2483.04
2026-08-17,SALD,MIDWEST,2010,242,4600.18,1216,125,1986.37
2026-08-17,SALD,WEST,2642,340,5892.56,1899,219,3888.28
2026-08-18,SALD,NORTHEAST,2389,271,4652.97,1749,178,3084.29
2026-08-18,SALD,SOUTHEAST,2238,293,5103.98,1349,169,2793.6
2026-08-18,SALD,MIDWEST,1921,215,3676.11,1163,128,1934.71
2026-08-18,SALD,WEST,2668,290,5206.26,1766,185,3054.54
2026-08-19,SALD,NORTHEAST,2295,286,5159.19,1856,158,2710.56
2026-08-19,SALD,SOUTHEAST,2331,298,5053.54,1523,163,2790.05
2026-08-19,SALD,MIDWEST,1970,250,4476.18,1307,155,2531.65
2026-08-19,SALD,WEST,2528,324,5985.07,1917,230,4089.38
2026-08-20,SALD,NORTHEAST,2365,268,4443.75,1404,143,2355.99
2026-08-20,SALD,SOUTHEAST,1952,269,4805.66,1652,187,3320.36
2026-08-20,SALD,MIDWEST,1769,202,3508.62,1393,153,2538.56
2026-08-20,SALD,WEST,2766,338,6115.75,1919,258,4273.69
2026-08-21,SALD,NORTHEAST,2504,328,5720.58,1843,206,3324.83
2026-08-21,SALD,SOUTHEAST,2241,278,5032.26,1463,152,2726.78
2026-08-21,SALD,MIDWEST,1872,233,4019.73,1390,143,2399.14
2026-08-21,SALD,WEST,2795,367,6314.18,2023,223,3822.81
2026-08-22,SALD,NORTHEAST,2399,324,5645.75,1568,158,2677.62
2026-08-22,SALD,SOUTHEAST,2167,258,4656.2,1397,163,2736.42
2026-08-22,SALD,MIDWEST,1777,233,4310.0,1260,144,2331.81
2026-08-22,SALD,WEST,2857,359,6639.02,1776,221,3716.96
2026-08-23,SALD,NORTHEAST,2393,282,5086.08,1937,216,3625.45
2026-08-23,SALD,SOUTHEAST,2109,290,5131.61,1343,150,2463.15
2026-08-23,SALD,MIDWEST,1875,267,4556.13,1205,147,2355.9
2026-08-23,SALD,WEST,2606,316,5513.79,1862,193,3141.32
2026-08-24,SALD,NORTHEAST,2298,306,5293.64,1748,208,3662.98
2026-08-24,SALD,SOUTHEAST,2063,280,5129.89,1584,184,3232.4
2026-08-24,SALD,MIDWEST,1951,232,4004.67,1324,153,2448.47
2026-08-24,SALD,WEST,2946,368,7013.11,1852,169,2753.08
2026-08-25,SALD,NORTHEAST,2660,341,6432.08,1433,150,2449.76
2026-08-25,SALD,SOUTHEAST,2139,267,4800.08,1818,180,3100.02
2026-08-25,SALD,MIDWEST,1887,222,4050.15,1359,158,2681.08
2026-08-25,SALD,WEST,2635,365,6743.04,2064,262,4417.09
2026-08-26,SALD,NORTHEAST,2579,327,5749.13,1590,191,3143.04
2026-08-26,SALD,SOUTHEAST,2207,285,4619.8,1638,195,3486.79
2026-08-26,SALD,MIDWEST,1946,225,3969.45,1453,166,2669.78
2026-08-26,SALD,WEST,2744,330,5850.63,1868,186,3079.21
2026-08-27,SALD,NORTHEAST,2449,316,5436.71,1685,210,3608.15
2026-08-27,SALD,SOUTHEAST,2055,258,4628.11,1559,208,3587.44
2026-08-27,SALD,MIDWEST,1909,243,4252.66,1311,153,2483.11
2026-08-27,SALD,WEST,2647,366,6487.22,1887,234,3955.11
2026-08-28,SALD,NORTHEAST,2449,333,5920.24,1537,156,2628.78
2026-08-28,SALD,SOUTHEAST,2228,284,4794.12,1561,194,3157.75
2026-08-28,SALD,MIDWEST,1810,230,4090.39,1087,119,1915.88
2026-08-28,SALD,WEST,2422,349,5963.96,2087,253,4463.9
2026-08-29,SALD,NORTHEAST,2353,291,5223.69,1754,216,3715.64
2026-08-29,SALD,SOUTHEAST,2091,281,5042.18,1476,186,3262.05
2026-08-29,SALD,MIDWEST,1878,244,4416.95,1318,147,2299.66
2026-08-29,SALD,WEST,2695,307,5373.37,2055,237,3771.87
2026-08-30,SALD,NORTHEAST,2255,266,4751.05,1538,201,3212.43
2026-08-30,SALD,SOUTHEAST,2240,285,5102.5,1696,182,2775.86
2026-08-30,SALD,MIDWEST,1864,216,3939.96,1559,185,2956.88
2026-08-30,SALD,WEST,2637,314,5433.43,2172,297,5125.74
2026-03-02,DELI,NORTHEAST,4730,467,6379.83,176,21,254.76
2026-03-02,DELI,SOUTHEAST,4591,501,6846.38,189,24,302.08
2026-03-02,DELI,MIDWEST,3833,415,5467.04,159,17,229.12
2026-03-02,DELI,WEST,5540,572,8373.16,232,26,332.85
2026-03-03,DELI,NORTHEAST,5078,525,7107.28,196,24,311.86
2026-03-03,DELI,SOUTHEAST,4231,414,5741.3,163,17,213.86
2026-03-03,DELI,MIDWEST,3864,420,5421.11,182,22,267.83
2026-03-03,DELI,WEST,5289,538,7156.82,205,20,267.76
2026-03-04,DELI,NORTHEAST,5500,574,7459.68,219,24,296.72
2026-03-04,DELI,SOUTHEAST,4098,488,6670.12,181,22,306.93
2026-03-04,DELI,MIDWEST,3790,367,4735.08,172,19,252.85
2026-03-04,DELI,WEST,5340,471,6267.18,210,22,287.12
2026-03-05,DELI,NORTHEAST,5030,555,7686.67,177,20,268.17
2026-03-05,DELI,SOUTHEAST,4054,390,5569.33,183,20,271.35
2026-03-05,DELI,MIDWEST,4073,453,6222.33,159,18,234.21
2026-03-05,DELI,WEST,4877,573,7982.0,247,31,399.53
2026-03-06,DELI,NORTHEAST,4580,462,6266.73,213,21,277.92
2026-03-06,DELI,SOUTHEAST,4177,503,6669.12,194,18,248.26
2026-03-06,DELI,MIDWEST,4102,449,6090.96,198,22,269.41
2026-03-06,DELI,WEST,5090,530,7379.43,219,27,354.25
2026-03-07,DELI,NORTHEAST,4715,535,7141.23,232,25,326.91
2026-03-07,DELI,SOUTHEAST,4004,444,5967.1,231,28,381.47
2026-03-07,DELI,MIDWEST,3697,383,5256.82,182,20,279.46
2026-03-07,DELI,WEST,5023,501,6637.46,217,21,280.84
2026-03-08,DELI,NORTHEAST,5334,593,8189.78,246,26,357.79
2026-03-08,DELI,SOUTHEAST,4411,491,6460.28,177,20,248.21
2026-03-08,DELI,MIDWEST,3640,380,5193.13,194,23,304.96
2026-03-08,DELI,WEST,4862,468,6257.59,197,21,270.92
2026-03-09,DELI,NORTHEAST,4530,453,6136.52,233,23,311.22
2026-03-09,DELI,SOUTHEAST,4097,463,5990.85,201,24,300.15
2026-03-09,DELI,MIDWEST,3995,462,6318.44,199,24,321.07
2026-03-09,DELI,WEST,4824,543,7396.83,229,22,312.12
2026-03-10,DELI,NORTHEAST,4832,479,6136.06,195,21,248.25
2026-03-10,DELI,SOUTHEAST,3870,407,5434.45,199,25,313.64
2026-03-10,DELI,MIDWEST,3633,401,5174.9,194,22,279.04
2026-03-10,DELI,WEST,5715,556,7565.63,294,33,437.52
2026-03-11,DELI,NORTHEAST,5021,560,7428.91,224,26,354.64
2026-03-11,DELI,SOUTHEAST,4319,464,6432.94,223,25,321.49
2026-03-11,DELI,MIDWEST,4137,448,5674.26,175,21,260.41
2026-03-11,DELI,WEST,5577,635,8577.54,228,29,363.11
2026-03-12,DELI,NORTHEAST,5114,574,7489.48,247,24,335.01
2026-03-12,DELI,SOUTHEAST,4615,526,6981.14,210,24,308.09
2026-03-12,DELI,MIDWEST,3727,380,4968.18,175,19,258.32
2026-03-12,DELI,WEST,5310,557,7172.05,244,30,378.1
2026-03-13,DELI,NORTHEAST,4828,517,6984.23,260,29,368.54
2026-03-13,DELI,SOUTHEAST,4554,436,5713.81,190,19,249.62
2026-03-13,DELI,MIDWEST,4064,440,6048.89,194,22,274.34
2026-03-13,DELI,WEST,4779,522,6905.83,243,32,401.69
2026-03-14,DELI,NORTHEAST,4863,555,7610.63,214,27,341.92
2026-03-14,DELI,SOUTHEAST,4602,496,6695.11,186,17,215.84
2026-03-14,DELI,MIDWEST,3849,398,5054.75,177,17,233.07
2026-03-14,DELI,WEST,5240,580,8002.68,233,28,346.35
2026-03-15,DELI,NORTHEAST,4730,496,6529.85,257,28,375.23
2026-03-15,DELI,SOUTHEAST,4550,417,5595.73,223,25,328.39
2026-03-15,DELI,MIDWEST,3711,365,5013.75,224,28,349.19
2026-03-15,DELI,WEST,5338,528,7530.22,285,30,397.04
2026-03-16,DELI,NORTHEAST,4578,467,6302.53,251,29,361.06
2026-03-16,DELI,SOUTHEAST,4603,580,7372.16,229,26,340.19
2026-03-16,DELI,MIDWEST,3781,408,5553.13,197,21,290.98
2026-03-16,DELI,WEST,5331,629,8644.7,225,23,304.32
2026-03-17,DELI,NORTHEAST,4091,456,5839.25,277,31,427.56
2026-03-17,DELI,SOUTHEAST,4174,485,6399.87,210,23,297.12
2026-03-17,DELI,MIDWEST,3768,375,4920.43,202,22,291.88
2026-03-17,DELI,WEST,5104,588,7937.23,269,29,376.92
2026-03-18,DELI,NORTHEAST,4925,577,8154.66,236,27,355.42
2026-03-18,DELI,SOUTHEAST,4454,449,6117.33,236,28,371.01
2026-03-18,DELI,MIDWEST,3841,397,5275.19,197,23,330.82
2026-03-18,DELI,WEST,5383,579,7910.07,271,27,360.61
2026-03-19,DELI,NORTHEAST,4868,571,7730.75,278,34,436.14
2026-03-19,DELI,SOUTHEAST,4535,510,6933.37,214,25,326.61
2026-03-19,DELI,MIDWEST,3795,417,5553.56,207,25,309.77
2026-03-19,DELI,WEST,5076,560,7719.21,278,33,425.71
2026-03-20,DELI,NORTHEAST,4705,538,6729.68,285,35,457.89
2026-03-20,DELI,SOUTHEAST,4248,464,6287.03,232,27,352.91
2026-03-20,DELI,MIDWEST,3947,411,5354.56,220,24,311.06
2026-03-20,DELI,WEST,5539,599,8302.8,254,28,385.61
2026-03-21,DELI,NORTHEAST,4563,509,7214.03,242,26,328.62
2026-03-21,DELI,SOUTHEAST,4390,527,7203.26,229,24,293.0
2026-03-21,DELI,MIDWEST,3751,415,5569.56,210,22,279.14
2026-03-21,DELI,WEST,5421,564,7295.59,269,32,395.18
2026-03-22,DELI,NORTHEAST,4732,528,7378.43,272,27,352.6
2026-03-22,DELI,SOUTHEAST,4271,442,5906.75,245,31,423.5
2026-03-22,DELI,MIDWEST,3913,413,5420.72,221,21,294.05
2026-03-22,DELI,WEST,5459,590,7893.84,271,32,382.14
2026-03-23,DELI,NORTHEAST,4993,588,8422.59,252,27,353.19
2026-03-23,DELI,SOUTHEAST,4152,418,5638.32,226,30,387.13
2026-03-23,DELI,MIDWEST,3587,351,4804.86,217,25,324.07
2026-03-23,DELI,WEST,5476,614,8306.85,311,32,423.04
2026-03-24,DELI,NORTHEAST,4856,521,6906.79,286,32,416.25
2026-03-24,DELI,SOUTHEAST,4618,448,5831.89,257,25,317.28
2026-03-24,DELI,MIDWEST,3904,448,6345.63,216,25,314.46
2026-03-24,DELI,WEST,5422,550,7223.13,284,33,410.08
2026-03-25,DELI,NORTHEAST,4655,482,6849.0,278,34,412.93
2026-03-25,DELI,SOUTHEAST,4328,540,7232.63,224,25,326.44
2026-03-25,DELI,MIDWEST,3554,423,5602.73,211,22,279.64
2026-03-25,DELI,WEST,5714,675,9109.79,320,35,449.43
2026-03-26,DELI,NORTHEAST,4637,470,6368.49,279,31,380.84
2026-03-26,DELI,SOUTHEAST,3991,373,5001.83,271,34,392.71
2026-03-26,DELI,MIDWEST,3743,364,4863.28,193,23,295.21
2026-03-26,DELI,WEST,5184,550,7664.5,247,26,353.96
2026-03-27,DELI,NORTHEAST,4851,534,7159.71,265,31,426.5
2026-03-27,DELI,SOUTHEAST,3972,432,5994.92,289,28,396.27
2026-03-27,DELI,MIDWEST,3693,372,5053.23,233,26,359.08
2026-03-27,DELI,WEST,5629,649,8667.08,299,34,457.42
2026-03-28,DELI,NORTHEAST,4324,449,6126.95,281,37,461.78
2026-03-28,DELI,SOUTHEAST,4125,405,5400.73,301,35,453.14
2026-03-28,DELI,MIDWEST,3908,427,5676.51,229,27,337.9
2026-03-28,DELI,WEST,5553,557,7427.22,324,38,461.04
2026-03-29,DELI,NORTHEAST,4975,522,7139.51,314,37,482.55
2026-03-29,DELI,SOUTHEAST,4326,453,6058.91,220,25,303.46
2026-03-29,DELI,MIDWEST,3936,442,5824.15,223,27,345.66
2026-03-29,DELI,WEST,5414,589,8384.55,276,32,436.34
2026-03-30,DELI,NORTHEAST,5247,612,8416.44,304,31,408.99
2026-03-30,DELI,SOUTHEAST,3848,418,5974.48,261,28,388.38
2026-03-30,DELI,MIDWEST,3854,432,5785.34,228,25,313.99
2026-03-30,DELI,WEST,5350,529,7011.61,334,39,542.98
2026-03-31,DELI,NORTHEAST,5002,551,7377.1,242,28,352.69
2026-03-31,DELI,SOUTHEAST,4094,454,5886.39,239,24,314.65
2026-03-31,DELI,MIDWEST,3774,423,5632.87,229,25,335.12
2026-03-31,DELI,WEST,5436,595,8078.11,307,39,517.35
2026-04-01,DELI,NORTHEAST,4868,507,6927.74,296,38,491.26
2026-04-01,DELI,SOUTHEAST,4444,484,6677.86,265,32,417.45
2026-04-01,DELI,MIDWEST,3756,401,5348.52,241,23,304.51
2026-04-01,DELI,WEST,5340,552,7083.79,278,33,414.28
2026-04-02,DELI,NORTHEAST,4517,492,6598.64,282,34,409.02
2026-04-02,DELI,SOUTHEAST,4124,437,6055.56,310,40,537.34
2026-04-02,DELI,MIDWEST,3807,377,4870.29,242,31,427.63
2026-04-02,DELI,WEST,5361,604,8495.94,276,34,426.91
2026-04-03,DELI,NORTHEAST,4613,486,6831.58,337,39,504.33
2026-04-03,DELI,SOUTHEAST,4069,441,5769.54,285,30,379.3
2026-04-03,DELI,MIDWEST,4065,420,5790.51,252,28,343.45
2026-04-03,DELI,WEST,4943,561,7648.71,323,34,423.26
2026-04-04,DELI,NORTHEAST,4645,469,6332.36,293,32,387.48
2026-04-04,DELI,SOUTHEAST,4418,472,6494.25,273,34,428.18
2026-04-04,DELI,MIDWEST,3847,434,5876.42,261,27,345.59
2026-04-04,DELI,WEST,5345,594,8005.92,312,36,469.88
2026-04-05,DELI,NORTHEAST,4944,441,6040.9,327,38,494.98
2026-04-05,DELI,SOUTHEAST,4098,416,5635.63,271,31,380.25
2026-04-05,DELI,MIDWEST,4080,466,6458.64,256,28,371.82
2026-04-05,DELI,WEST,5513,613,8302.37,329,38,462.01
2026-04-06,DELI,NORTHEAST,4782,553,6800.51,256,28,381.06
2026-04-06,DELI,SOUTHEAST,4353,425,5873.01,337,41,536.95
2026-04-06,DELI,MIDWEST,4406,500,6948.88,273,30,371.42
2026-04-06,DELI,WEST,5178,499,6490.5,348,38,443.66
2026-04-07,DELI,NORTHEAST,4785,468,6396.24,285,27,320.53
2026-04-07,DELI,SOUTHEAST,4422,458,6129.55,279,32,437.64
2026-04-07,DELI,MIDWEST,3803,448,5698.67,252,27,354.91
2026-04-07,DELI,WEST,5549,589,7721.12,357,37,470.26
2026-04-08,DELI,NORTHEAST,4882,565,7787.56,283,29,369.21
2026-04-08,DELI,SOUTHEAST,4478,483,6634.06,306,31,348.52
2026-04-08,DELI,MIDWEST,3791,390,5361.5,261,29,376.54
2026-04-08,DELI,WEST,4895,526,7127.34,335,38,487.4
2026-04-09,DELI,NORTHEAST,5061,532,6885.6,312,36,501.57
2026-04-09,DELI,SOUTHEAST,4029,441,6146.5,285,33,404.97
2026-04-09,DELI,MIDWEST,3789,410,5629.28,265,31,375.58
2026-04-09,DELI,WEST,5707,592,8123.32,344,39,551.2
2026-04-10,DELI,NORTHEAST,5146,584,7949.17,292,31,392.02
2026-04-10,DELI,SOUTHEAST,4059,444,5990.67,292,32,404.61
2026-04-10,DELI,MIDWEST,4076,449,6155.6,261,31,381.26
2026-04-10,DELI,WEST,5455,613,8076.91,396,43,562.5
2026-04-11,DELI,NORTHEAST,5118,533,6658.22,301,32,419.23
2026-04-11,DELI,SOUTHEAST,4183,406,5220.98,313,37,424.03
2026-04-11,DELI,MIDWEST,3912,392,5539.64,279,31,379.63
2026-04-11,DELI,WEST,5092,558,7429.73,322,33,442.92
2026-04-12,DELI,NORTHEAST,5215,594,8254.95,337,39,467.65
2026-04-12,DELI,SOUTHEAST,4417,439,6101.55,278,33,447.03
2026-04-12,DELI,MIDWEST,3786,391,5504.68,263,30,376.7
2026-04-12,DELI,WEST,5340,521,6841.38,381,44,567.25
2026-04-13,DELI,NORTHEAST,4891,559,7664.79,364,43,542.27
2026-04-13,DELI,SOUTHEAST,4191,458,6130.76,295,33,408.6
2026-04-13,DELI,MIDWEST,3809,382,4992.37,223,26,333.38
2026-04-13,DELI,WEST,5569,567,7678.23,413,43,556.58
2026-04-14,DELI,NORTHEAST,4596,533,7495.07,333,35,480.9
2026-04-14,DELI,SOUTHEAST,4346,536,7416.15,278,29,390.54
2026-04-14,DELI,MIDWEST,3819,404,5484.92,258,31,433.24
2026-04-14,DELI,WEST,5625,631,8427.24,335,39,501.02
2026-04-15,DELI,NORTHEAST,4494,455,6396.96,333,38,488.65
2026-04-15,DELI,SOUTHEAST,4155,466,6243.8,277,34,420.98
2026-04-15,DELI,MIDWEST,3481,374,4942.71,265,30,399.15
2026-04-15,DELI,WEST,5204,559,7729.02,317,37,456.43
2026-04-16,DELI,NORTHEAST,4769,526,7363.75,354,46,609.26
2026-04-16,DELI,SOUTHEAST,4195,443,5985.3,348,37,460.98
2026-04-16,DELI,MIDWEST,3984,410,5572.7,255,26,357.5
2026-04-16,DELI,WEST,5417,546,7389.74,347,43,543.59
2026-04-17,DELI,NORTHEAST,4697,493,6400.01,356,42,573.63
2026-04-17,DELI,SOUTHEAST,4038,419,5292.98,337,40,534.76
2026-04-17,DELI,MIDWEST,3662,362,5010.18,267,30,399.03
2026-04-17,DELI,WEST,5287,538,7098.24,362,37,467.05
2026-04-18,DELI,NORTHEAST,4512,459,6162.94,363,42,549.43
2026-04-18,DELI,SOUTHEAST,4310,447,5790.21,308,31,401.39
2026-04-18,DELI,MIDWEST,3866,446,6123.42,262,28,396.9
2026-04-18,DELI,WEST,5653,577,8022.54,401,46,596.16
2026-04-19,DELI,NORTHEAST,4787,485,6724.33,381,46,560.27
2026-04-19,DELI,SOUTHEAST,4486,430,5854.91,302,36,472.66
2026-04-19,DELI,MIDWEST,4013,454,6158.58,297,34,419.9
2026-04-19,DELI,WEST,4794,457,5886.63,371,37,492.75
2026-04-20,DELI,NORTHEAST,4674,523,6776.26,403,48,638.09
2026-04-20,DELI,SOUTHEAST,4477,450,6143.7,310,34,443.71
2026-04-20,DELI,MIDWEST,3992,448,5912.51,264,31,405.59
2026-04-20,DELI,WEST,5326,565,7386.0,343,36,467.17
2026-04-21,DELI,NORTHEAST,5107,631,8513.61,352,39,515.61
2026-04-21,DELI,SOUTHEAST,4186,418,5689.93,320,41,540.53
2026-04-21,DELI,MIDWEST,4022,431,5828.23,311,32,406.23
2026-04-21,DELI,WEST,5041,511,6974.3,391,45,613.19
2026-04-22,DELI,NORTHEAST,4737,504,7022.29,340,39,490.13
2026-04-22,DELI,SOUTHEAST,4418,503,6680.21,350,37,503.31
2026-04-22,DELI,MIDWEST,3840,436,5515.1,302,33,393.69
2026-04-22,DELI,WEST,5247,507,6977.14,384,45,556.09
2026-04-23,DELI,NORTHEAST,4972,525,7090.01,349,46,546.79
2026-04-23,DELI,SOUTHEAST,4072,413,5612.37,367,39,498.8
2026-04-23,DELI,MIDWEST,3632,376,5246.23,293,28,367.99
2026-04-23,DELI,WEST,4877,523,7338.03,404,45,591.27
2026-04-24,DELI,NORTHEAST,5280,505,6798.25,425,43,560.61
2026-04-24,DELI,SOUTHEAST,4367,435,5736.8,353,34,443.91
2026-04-24,DELI,MIDWEST,3853,438,6068.89,311,36,461.95
2026-04-24,DELI,WEST,5298,555,7184.68,437,55,699.98
2026-04-25,DELI,NORTHEAST,5081,546,7416.14,369,40,521.48
2026-04-25,DELI,SOUTHEAST,4003,460,6770.4,314,29,365.91
2026-04-25,DELI,MIDWEST,3895,393,5551.29,247,31,391.97
2026-04-25,DELI,WEST,5214,549,7485.02,413,50,640.25
2026-04-26,DELI,NORTHEAST,4789,544,7356.31,439,51,660.81
2026-04-26,DELI,SOUTHEAST,4187,463,6489.01,297,35,464.29
2026-04-26,DELI,MIDWEST,3833,390,5051.61,329,35,431.45
2026-04-26,DELI,WEST,5246,535,7610.23,431,54,735.41
2026-04-27,DELI,NORTHEAST,4673,454,6271.23,381,38,495.8
2026-04-27,DELI,SOUTHEAST,4243,437,6017.18,325,33,402.27
2026-04-27,DELI,MIDWEST,3986,414,5658.7,327,37,486.18
2026-04-27,DELI,WEST,5322,605,7945.6,423,52,691.73
2026-04-28,DELI,NORTHEAST,4910,444,5984.85,373,43,523.81
2026-04-28,DELI,SOUTHEAST,4371,474,6274.94,324,38,512.23
2026-04-28,DELI,MIDWEST,3740,384,4916.36,298,36,428.62
2026-04-28,DELI,WEST,4644,505,6745.78,443,54,685.34
2026-04-29,DELI,NORTHEAST,4569,562,7642.16,413,48,606.96
2026-04-29,DELI,SOUTHEAST,3831,396,5654.88,321,35,474.25
2026-04-29,DELI,MIDWEST,4024,411,5279.78,279,32,413.58
2026-04-29,DELI,WEST,5545,584,7836.57,459,52,647.55
2026-04-30,DELI,NORTHEAST,4826,474,6263.5,373,41,513.73
